0.720000000000047 -6921.32494681814 0.72 2.3313292120762 3.23795723899451 3.23795723899451
0.739999999999925 -6921.39746246036 0.74 2.36778885609584 3.19971467040011 3.19971467040011
0.759999999999988 -6921.45848903523 0.76 2.40368157405109 3.16273891322517 3.16273891322517
0.780000000000036 -6921.51344921234 0.78 2.43945472556261 3.12750605841346 3.12750605841346
0.799999999999945 -6921.56579537284 0.8 2.47507109122611 3.09383886403285 3.09383886403285
0.819999999999993 -6921.61677951446 0.82 2.51046242771222 3.06153954599054 3.06153954599054
0.84000000000003 -6921.66609409612 0.84 2.54606393094059 3.03102848921488 3.03102848921488
0.859999999999966 -6921.71246159042 0.86 2.58059296201227 3.00068949071206 3.00068949071206
0.879999999999994 -6921.75432332936 0.88 2.6149825913709 2.97157112655786 2.97157112655786
0.900000000000018 -6921.79018205909 0.9 2.64987657621322 2.94430730690352 2.94430730690352
0.919999999999981 -6921.8191059262 0.92 2.68563078395569 2.91916389560407 2.91916389560407
0.94 -6921.84087277682 0.94 2.72192801663202 2.89566810280002 2.89566810280002
0.960000000000007 -6921.85563532109 0.96 2.75875300274885 2.87370104453003 2.87370104453003
0.979999999999997 -6921.86394405332 0.98 2.79598221299389 2.85304307448357 2.85304307448357
1 -6921.86654104568 1 2.83359063293791 2.83359063293791 2.83359063293791
1.02000000000001 -6921.86419607737 1.02 2.87153552230272 2.81523090421833 2.81523090421833
1.04 -6921.85763809001 1.04 2.90981165243212 2.79789581964626 2.79789581964626
1.06 -6921.84754595053 1.06 2.9484500458733 2.78155664705029 2.78155664705029
1.08000000000003 -6921.83456546892 1.08 2.98746632288606 2.76617252119073 2.76617252119073
1.10000000000001 -6921.81926750298 1.1 3.02672989188489 2.75157262898623 2.75157262898623
1.12 -6921.80202554589 1.12 3.06583732004707 2.73735475004203 2.73735475004203
1.14000000000004 -6921.78295849031 1.14 3.10461850694493 2.72334956749546 2.72334956749546
1.16000000000002 -6921.76252872716 1.16 3.14350579889367 2.70991879214967 2.70991879214967
1.18 -6921.74134443118 1.18 3.18241372742438 2.69696078595287 2.69696078595287
1.20000000000005 -6921.71999414767 1.2 3.22124085798148 2.68436738165112 2.68436738165112
1.22000000000003 -6921.69902705797 1.22 3.25985865850994 2.67201529386055 2.67201529386055
1.23999999999999 -6921.6789423835 1.24 3.29827949041726 2.65990281485265 2.65990281485265
1.26000000000007 -6921.66024526665 1.26 3.33685757289631 2.64829966102868 2.64829966102868
1.28000000000003 -6921.64334626815 1.28 3.37503784597282 2.6367483171662 2.6367483171662
1.29999999999999 -6921.62852707601 1.3 3.41291901022364 2.62532231555667 2.62532231555667
1.32000000000007 -6921.61600079949 1.32 3.45023760583526 2.61381636805687 2.61381636805687
1.34000000000003 -6921.60591145625 1.34 3.48694877691172 2.6022005797848 2.6022005797848
1.35999999999998 -6921.59832416885 1.36 3.52303064782018 2.59046371163252 2.59046371163252
1.38000000000008 -6921.59322577167 1.38 3.55847954195414 2.57860836373473 2.57860836373473
1.40000000000003 -6921.59052880036 1.4 3.5933068248755 2.56664773205387 2.56664773205387
1.41999999999997 -6921.59007299746 1.42 3.62753771523753 2.55460402481521 2.55460402481521
1.44000000000003 -6921.59163678137 1.44 3.66121081157307 2.54250750803681 2.54250750803681
1.46000000000015 -6921.59494457813 1.46 3.69437867507955 2.53039635279395 2.53039635279395
1.48000000000013 -6921.59967747662 1.48 3.72710687075419 2.51831545321207 2.51831545321207
1.50000000000011 -6921.605509673 1.5 3.75971188886689 2.50647459257775 2.50647459257775
1.52000000000003 -6921.6120669763 1.52 3.79232134081185 2.49494825053406 2.49494825053406
1.53999999999995 -6921.61880526465 1.54 3.82506718573026 2.48380986086388 2.48380986086388
1.55999999999987 -6921.62530174236 1.56 3.85760148606894 2.47282146542901 2.47282146542901
1.58000000000028 -6921.63117187862 1.58 3.89005477542102 2.46205998444325 2.46205998444325
1.60000000000019 -6921.6360472453 1.6 3.922526231265 2.45157889454033 2.45157889454033
1.62000000000012 -6921.6395867587 1.62 3.95508631589684 2.44141130610898 2.44141130610898
1.64000000000003 -6921.64148034361 1.64 3.98778262621728 2.43157477208367 2.43157477208367
1.65999999999994 -6921.64145420119 1.66 4.02064697030649 2.42207648813653 2.42207648813653
1.67999999999983 -6921.63927370308 1.68 4.05370155342382 2.41291759132394 2.41291759132394
1.70000000000032 -6921.63474466255 1.7 4.08696471220997 2.40409688953483 2.40409688953483
1.72000000000022 -6921.62771117491 1.72 4.12045464579456 2.39561316615932 2.39561316615932
1.74000000000012 -6921.61805889477 1.74 4.15419252365669 2.38746696761862 2.38746696761862
1.76000000000002 -6921.6057132649 1.76 4.18821454937583 2.37966735759987 2.37966735759987
1.77999999999991 -6921.59063684411 1.78 4.22250506756424 2.37219385818228 2.37219385818228
1.79999999999987 -6921.57282920369 1.8 4.25712027402419 2.3650668189025 2.3650668189025
1.82000000000035 -6921.55232025505 1.82 4.2920470979437 2.35826763623235 2.35826763623235
1.84000000000023 -6921.52916027809 1.84 4.32725324091241 2.35176806571297 2.35176806571297
1.86000000000013 -6921.50340785819 1.86 4.36265739688334 2.34551472950701 2.34551472950701
1.88 -6921.47510895345 1.88 4.39811517694844 2.33942296646193 2.33942296646193
1.89999999999989 -6921.44428198989 1.9 4.43356747298564 2.33345656472942 2.33345656472942
1.92000000000012 -6921.41103086568 1.92 4.46937265265904 2.32779825659311 2.32779825659311
1.94000000000036 -6921.37549818352 1.94 4.50546143702152 2.32240280258798 2.32240280258798
