displacement energy(eV/Ang^2) energy(J/m^2)
0.0 0.0 0.0
0.05000001 0.000348758374987143 0.0055877276205204
0.10000001 0.00138524160579322 0.0221940269737469
0.15000001 0.00308057972563196 0.0493563499966515
0.20000001 0.00538829185441669 0.0863299905657008
0.25000001 0.0082473425861932 0.132137053243423
0.30000001 0.011626785154966 0.186281715960671
0.35000001 0.0154926730025177 0.248220094657369
0.40000001 0.0197319919329925 0.316141501507835
0.45000001 0.0241836219990848 0.387464509242229
0.50000001 0.0286748717097567 0.459422293940305
0.55000001 0.0330619888212778 0.529711689741647
0.60000001 0.0371562958792731 0.595309749245438
0.65000001 0.040864007285803 0.654713860862684
0.70000001 0.0441950243509496 0.708082661138894
0.75000001 0.0471925310163624 0.756108033397377
0.80000001 0.0499076755344053 0.799609463342198
0.85000001 0.0523761305454594 0.839158489930556
0.90000001 0.0546118976793803 0.874979444101827
0.95000001 0.0566080782000545 0.906961795869945
1.00000001 0.0583424671349323 0.934749782198586
1.05000001 0.0597848505680729 0.95785932257604
1.10000001 0.0609037779281161 0.97578652307782
1.15000001 0.0616717624545691 0.988090997058558
1.20000001 0.0620687310861596 0.994451138481112
1.25000001 0.0620840003414308 0.994695779027527
1.30000001 0.0617171557265047 0.988818277770855
1.35000001 0.0609780831442109 0.976977024405098
1.40000001 0.0598861640569464 0.959482544327003
1.45000001 0.0584683996122553 0.936767443801362
1.50000001 0.0567560916264149 0.909333233432448
1.55000001 0.0547797836728145 0.877669275428875
1.60000001 0.0525625893418126 0.842145890495518
1.65000001 0.0501128718855109 0.802897072761599
1.70000001 0.0474184044111483 0.759726925723138
1.75000001 0.0444451438520203 0.712090019082958
1.80000001 0.0411425233305014 0.659176181791254
1.85000001 0.0374657746149523 0.600268147389661
1.90000001 0.0334013360374109 0.535148633908518
1.95000001 0.0290298053634682 0.465108960476612
2.00000001 0.0245417976978774 0.393203119089854
2.05000001 0.0200808770483083 0.321731259733169
2.10000001 0.0158183489792715 0.253438001326174
2.15000001 0.0119177474522639 0.190943447926825
2.20000001 0.00849717323331847 0.136139783235057
2.25000001 0.00559654927818153 0.0896666437973031
2.30000001 0.00324256491224841 0.0519516399345784
2.35000001 0.00149656106026661 0.0239775620371993
2.40000001 0.000406331942014905 0.00651015825951155
2.45000001 2.21498604814228e-06 3.54880043259985e-05
2.50000001 0.000295552400931231 0.00473527356599089
2.55000001 0.00127810598328866 0.0204775243176245
2.60000001 0.00292248261564236 0.0468233539410129
2.65000001 0.0051835292985447 0.0830493313151912
2.70000001 0.0080008396304972 0.128187638769482
2.75000001 0.0113389487323734 0.181670066050409
2.80000001 0.0151693881418082 0.243040497907759
2.85000001 0.0193844603799177 0.310573429749873
2.90000001 0.0238256619129746 0.381729353892123
2.95000001 0.0283192859347303 0.453725179264127
3.00000001 0.0327204717524188 0.524239980686308
3.05000001 0.0368443349544038 0.590311582028723
3.10000001 0.0405830877216839 0.650213031290833
3.15000001 0.0439427830677123 0.704041308481965
3.20000001 0.0469648774576843 0.752460619689298
3.25000001 0.0497009279906237 0.796297001065397
3.30000001 0.0521882086940475 0.836147648629118
3.35000001 0.0544425018059628 0.872265421819977
3.40000001 0.0564584101762609 0.904563848722465
3.45000001 0.0582146849979012 0.932702485767284
3.50000001 0.0596814853823465 0.956203229003219
3.55000001 0.0608272451021758 0.974560331490596
3.60000001 0.0616240134398775 0.98732597316987
3.65000001 0.0620510379097161 0.994167662419177
3.70000001 0.0620968431073696 0.994901542911943
3.75000001 0.0617601854743128 0.989507690635393
3.80000001 0.0610501486443956 0.978131641511809
3.85000001 0.0599854105801183 0.961072649622077
3.90000001 0.0585924661340994 0.938755209488468
3.95000001 0.0569024361433596 0.911677932106634
4.00000001 0.0549461512052272 0.880334778317672
4.05000001 0.0527475860331387 0.845109865545195
4.10000001 0.0503165295173734 0.806160029170115
4.15000001 0.0476425204632978 0.763317662303568
4.20000001 0.0446931671807613 0.716063792629158
4.25000001 0.0414186534689497 0.663600276270771
4.30000001 0.0377727653621496 0.605186683546453
4.35000001 0.0337384706152351 0.540550127686008
4.40000001 0.0293840117442871 0.470783974811505
4.45000001 0.0249000997696304 0.398943753656401
4.50000001 0.0204310261922483 0.327341269938564
4.55000001 0.0161463416586455 0.258693025679164
4.60000001 0.0122117934982381 0.195654587015185
4.65000001 0.00875034155061918 0.140195988621591
4.70000001 0.00580826656050181 0.0930587300983307
4.75000001 0.00340841036315412 0.054608778151826
4.80000001 0.00161204474974993 0.0258278155299486
4.85000001 0.000468262754191424 0.00750239969248862
4.90000001 8.85935811210015e-06 0.000141942627255585
4.95000001 0.000246723414221567 0.00395294661045994
5.00000001 0.00117517312332294 0.0188283573701331
