10.8277128505184 -3460.91470106399
10.8666054601483 -3460.91737398922
10.905591092 -3460.91982755977
10.9446698571851 -3460.92206442299
10.9838418668149 -3460.92408740255
11.023107232 -3460.92589953538
11.0624660638517 -3460.92750392352
11.1019184734816 -3460.92890382778
11.141464572 -3460.93010256739
11.1811044705184 -3460.93110357989
11.2208382801483 -3460.93191051163
11.260666112 -3460.93252671048
11.3005880771851 -3460.93295608936
11.3406042868149 -3460.93320227972
11.380714852 -3460.93326911419
11.4209198838517 -3460.93316019805
11.4612194934816 -3460.93287968125
11.501613792 -3460.93243096506
11.5421028905184 -3460.93181820191
11.5826869001483 -3460.93104511452
11.623365932 -3460.93011548889
11.6641400971851 -3460.92903308838
11.7050095068149 -3460.92780169608
11.745974272 -3460.92642488355
11.7870345038517 -3460.92490635431
11.8281903134816 -3460.92324929985
11.869441812 -3460.92145759903
11.9107891105184 -3460.9195345642
11.9522323201483 -3460.91748319328
11.993771552 -3460.91530690163
